FIGHTER_WIN;FIGHTER_LOSE;METHOD;METHOD_DESC;ROUND;TIME;EVENT_NAME;LOCATION
Jeremy Stephens;Dennis Bermudez;KO/TKO;Flying Knee;3;0:32;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Gunnar Nelson;Brandon Thatch;SUB;Rear Naked Choke;1;2:54;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Thomas Almeida;Brad Pickett;KO/TKO;Flying Knee;2;0:29;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Matt Brown;Tim Means;SUB;Guillotine Choke;1;4:44;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Alex Garcia;Mike Swick;U-DEC;;3;5:00;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
John Howard;Cathal Pendred;S-DEC;;3;5:00;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Cody Garbrandt;Henry Briones;U-DEC;;3;5:00;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Louis Smolka;Neil Seery;U-DEC;;3;5:00;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Cody Pfister;Yosdenis Cedeno;U-DEC;;3;5:00;UFC 189: Mendes vs McGregor;Las Vegas, Nevada, USA
Yoel Romero;Lyoto Machida;KO/TKO;Elbows;3;1:38;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Lorenz Larkin;Santiago Ponzinibbio;KO/TKO;Punches;2;3:07;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Antonio Carlos Junior;Eddie Gordon;SUB;Rear Naked Choke;3;4:37;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Thiago Santos;Steve Bosse;KO/TKO;Kick;1;0:29;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Hacran Dias;Levan Makashvili;S-DEC;;3;5:00;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Alex Oliveira;Joe Merritt;U-DEC;;3;5:00;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Leandro Silva;Lewis Gonzalez;U-DEC;;3;5:00;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Tony Sims;Steve Montgomery;KO/TKO;Punch;1;2:43;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Sirwan Kakai;Danny Martinez;U-DEC;;3;5:00;UFC Fight Night: Machida vs Romero;Hollywood, Florida, USA
Joanna Jedrzejczyk;Jessica Penne;KO/TKO;Punches;3;4:22;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Tatsuya Kawajiri;Dennis Siver;U-DEC;;3;5:00;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Peter Sobotta;Steve Kennedy;SUB;Rear Naked Choke;1;2:57;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Nick Hein;Lukasz Sajewski;U-DEC;;3;5:00;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Makwan Amirkhani;Masio Fullen;SUB;Rear Naked Choke;1;1:41;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Mairbek Taisumov;Alan Patrick;KO/TKO;Kick;2;1:30;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Arnold Allen;Alan Omer;SUB;Guillotine Choke;3;1:41;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Noad Lahat;Niklas Backstrom;M-DEC;;3;5:00;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Scott Askham;Antonio Dos Santos;KO/TKO;Punch;1;2:52;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Magomed Mustafaev;Piotr Hallmann;KO/TKO;;2;3:24;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Taylor Lapilus;Yuta Sasaki;KO/TKO;Punches;2;1:26;UFC Fight Night: Jedrzejczyk vs Penne;Berlin, Berlin, Germany
Fabricio Werdum;Cain Velasquez;SUB;Guillotine Choke;3;2:13;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Eddie Alvarez;Gilbert Melendez;S-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Kelvin Gastelum;Nate Marquardt;KO/TKO;;2;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Yair Rodriguez;Charles Rosa;S-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Tecia Torres;Angela Hill;U-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Henry Cejudo;Chico Camus;U-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Efrain Escudero;Drew Dober;SUB;Guillotine Choke;1;0:54;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Patrick Williams;Alejandro Perez;SUB;Guillotine Choke;1;0:23;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Johnny Case;Francisco Trevino;U-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Cathal Pendred;Augusto Montano;U-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Gabriel Benitez;Clay Collard;U-DEC;;3;5:00;UFC 188: Velasquez vs Werdum;Mexico City, Distrito Federal, Mexico
Dan Henderson;Tim Boetsch;KO/TKO;Punch;1;0:28;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Ben Rothwell;Matt Mitrione;SUB;Guillotine Choke;1;1:54;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Dustin Poirier;Yancy Medeiros;KO/TKO;Punches;1;2:38;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Brian Ortega;Thiago Tavares;KO/TKO;Punch;3;4:10;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Anthony Birchak;Joe Soto;KO/TKO;Punch;1;1:37;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Francisco Rivera;Alex Caceres;KO/TKO;Punch;1;0:21;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Shawn Jordan;Derrick Lewis;KO/TKO;Kick;2;0:48;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Omari Akhmedov;Brian Ebersole;KO/TKO;;1;5:00;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Chris Wade;Christos Giagos;U-DEC;;3;5:00;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Joe Proctor;Justin Edwards;SUB;Guillotine Choke;3;4:58;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Jake Collier;Ricardo Abreu;S-DEC;;3;5:00;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Jose Quinonez;Leonardo Morales;SUB;Rear Naked Choke;1;2:34;UFC Fight Night: Boetsch vs Henderson;New Orleans, Louisiana, USA
Carlos Condit;Thiago Alves;KO/TKO;;2;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Charles Oliveira;Nik Lentz;SUB;Guillotine Choke;3;1:10;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Alex Oliveira;KJ Noons;SUB;Rear Naked Choke;1;2:51;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Francimar Barroso;Ryan Jimmo;U-DEC;;3;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Francisco Trinaldo;Norman Parke;U-DEC;;3;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Darren Till;Wendell Oliveira Marques;KO/TKO;Elbows;2;1:37;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Rony Jason;Damon Jackson;Overturned;Triangle Choke;1;3:31;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Jussier Formiga;Wilson Reis;U-DEC;;3;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Nicolas Dalby;Elizeu Zaleski dos Santos;S-DEC;;3;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Mirsad Bektic;Lucas Martins;KO/TKO;Punches;2;0:30;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Juliana Lima;Ericka Almeida;U-DEC;;3;5:00;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Tom Breese;Luiz Dutra;KO/TKO;Punches;1;4:58;UFC Fight Night: Condit vs Alves;Goiania, Goias, Brazil
Daniel Cormier;Anthony Johnson;SUB;Rear Naked Choke;3;2:39;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Chris Weidman;Vitor Belfort;KO/TKO;Punches;1;2:53;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Donald Cerrone;John Makdessi;KO/TKO;Kick;2;4:44;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Andrei Arlovski;Travis Browne;KO/TKO;Punches;1;4:41;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Joseph Benavidez;John Moraga;U-DEC;;3;5:00;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
John Dodson;Zach Makovsky;U-DEC;;3;5:00;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Dong Hyun Kim;Joshua Burkman;SUB;Arm Triangle;3;2:13;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Rafael Natal;Uriah Hall;S-DEC;;3;5:00;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Colby Covington;Mike Pyle;U-DEC;;3;5:00;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Islam Makhachev;Leo Kuntz;SUB;Rear Naked Choke;2;2:38;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Justin Scoggins;Josh Sampo;U-DEC;;3;5:00;UFC 187: Johnson vs Cormier;Las Vegas, Nevada, USA
Frankie Edgar;Urijah Faber;U-DEC;;5;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Gegard Mousasi;Constantinos Philippou;U-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Mark Munoz;Luke Barnatt;U-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Neil Magny;Hyun Gyu Lim;KO/TKO;Punches;2;1:24;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Phillipe Nover;Yui Chul Nam;S-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Levan Makashvili;Mark Eddiva;S-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Jon Tuck;Tae Hyun Bang;SUB;Rear Naked Choke;1;3:56;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Kajan Johnson;Zhang Lipeng;U-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Li Jingliang;Dhiego Lima;KO/TKO;Punches;1;1:25;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Guangyou Ning;Royston Wee;KO/TKO;Punch;2;4:59;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Jon Delos Reyes;Roldan Sangcha'an;SUB;Rear Naked Choke;2;3:13;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Yao Zhikui;Nolan Ticman;S-DEC;;3;5:00;UFC Fight Night: Edgar vs Faber;Manila, Philippines
Stipe Miocic;Mark Hunt;KO/TKO;Punches;5;2:47;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Robert Whittaker;Brad Tavares;KO/TKO;Punch;1;0:44;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Sean O'Connell;Anthony Perosh;KO/TKO;Punches;1;0:56;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
James Vick;Jake Matthews;SUB;Guillotine Choke;1;4:53;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Dan Hooker;Hatsu Hioki;KO/TKO;Kick;2;4:13;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Kyle Noke;Jonavin Webb;S-DEC;;3;5:00;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Sam Alvey;Daniel Kelly;KO/TKO;Punch;1;0:49;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Bec Rawlings;Lisa Ellis;SUB;Rear Naked Choke;1;4:09;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Brad Scott;Dylan Andrews;SUB;Guillotine Choke;2;4:54;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Alex Chambers;Kailin Curran;SUB;Armbar;3;3:15;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Brendan O'Reilly;Vik Grujic;U-DEC;;3;5:00;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Ben Nguyen;Alptekin Ozkilic;KO/TKO;Punch;1;4:59;UFC Fight Night: Miocic vs Hunt;Adelaide, South Australia, Australia
Demetrious Johnson;Kyoji Horiguchi;SUB;Armbar;5;4:59;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Quinton Jackson;Fabio Maldonado;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Michael Bisping;CB Dollaway;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
John Makdessi;Shane Campbell;KO/TKO;Punch;1;4:53;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Thomas Almeida;Yves Jabouin;KO/TKO;Punches;1;4:18;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Patrick Cote;Joe Riggs;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Alexis Davis;Sarah Kaufman;SUB;Armbar;2;3:07;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Chad Laprise;Bryan Barberena;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Olivier Aubin-Mercier;David Michaud;SUB;Rear Naked Choke;3;1:35;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Nordine Taleb;Chris Clements;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Valerie Letourneau;Jessica Rakoczy;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Randa Markos;Aisling Daly;U-DEC;;3;5:00;UFC 186: Johnson vs Horiguchi;Montreal, Quebec, Canada
Luke Rockhold;Lyoto Machida;SUB;Rear Naked Choke;2;2:31;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Jacare Souza;Chris Camozzi;SUB;Armbar;1;2:33;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Max Holloway;Cub Swanson;SUB;Guillotine Choke;3;3:58;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Paige VanZant;Felice Herrig;U-DEC;;3;5:00;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Beneil Dariush;Jim Miller;U-DEC;;3;5:00;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Ovince Saint Preux;Patrick Cummins;KO/TKO;Punch;1;4:54;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Gian Villante;Corey Anderson;KO/TKO;Punch;3;4:18;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Aljamain Sterling;Takeya Mizugaki;SUB;Arm Triangle;3;2:11;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Tim Means;George Sullivan;SUB;Arm Triangle;3;3:41;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Diego Brandao;Jimy Hettes;KO/TKO;;1;5:00;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Chris Dempsey;Eddie Gordon;S-DEC;;3;5:00;UFC on FOX: Machida vs Rockhold;Newark, New Jersey, USA
Mirko Filipovic;Gabriel Gonzaga;KO/TKO;Elbows;3;3:30;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Jimi Manuwa;Jan Blachowicz;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Pawel Pawlak;Sheldon Westcott;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Maryna Moroz;Joanne Calderwood;SUB;Armbar;1;1:30;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Leon Edwards;Seth Baczynski;KO/TKO;Punch;1;0:08;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Bartosz Fabinski;Garreth McLellan;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Sergio Moraes;Mickael Lebout;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Yaotzin Meza;Damian Stasiak;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Anthony Hamilton;Daniel Omielanczuk;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Aleksandra Albu;Izabela Badurek;SUB;Guillotine Choke;2;3:34;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Stevie Ray;Marcin Bandel;KO/TKO;Punches;2;1:35;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Taylor Lapilus;Rocky Lee;U-DEC;;3;5:00;UFC Fight Night: Gonzaga vs Cro Cop 2;Krakow, Poland
Chad Mendes;Ricardo Lamas;KO/TKO;Punches;1;2:45;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Al Iaquinta;Jorge Masvidal;S-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Michael Chiesa;Mitch Clarke;U-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Julianna Pena;Milana Dudieva;KO/TKO;Elbows;1;3:59;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Clay Guida;Robert Peralta;U-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Dustin Poirier;Diego Ferreira;KO/TKO;Punch;1;3:45;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Liz Carmouche;Lauren Murphy;U-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Alexander Yakovlev;Gray Maynard;U-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Timothy Johnson;Shamil Abdurakhimov;KO/TKO;Punches;1;4:57;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Ron Stallings;Justin Jones;U-DEC;;3;5:00;UFC Fight Night: Mendes vs Lamas;Fairfax, Virginia, USA
Demian Maia;Ryan LaFlare;U-DEC;;5;5:00;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Erick Silva;Josh Koscheck;SUB;Guillotine Choke;1;4:21;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Leonardo Santos;Anthony Rocco Martin;SUB;Rear Naked Choke;2;2:29;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Amanda Nunes;Shayna Baszler;KO/TKO;Kick;1;1:56;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Gilbert Burns;Alex Oliveira;SUB;Armbar;3;4:14;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Godofredo Pepey;Andre Fili;SUB;Triangle Choke;1;3:14;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Francisco Trinaldo;Akbarh Arreola;U-DEC;;3;5:00;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Edimilson Souza;Katsunori Kikuno;KO/TKO;Punch;1;1:31;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Leandro Silva;Drew Dober;Overturned;Guillotine Choke;2;2:45;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Leonardo Mafra;Cain Carrizosa;U-DEC;;3;5:00;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Christos Giagos;Jorge de Oliveira;SUB;Rear Naked Choke;1;3:12;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Fredy Serrano;Bentley Syler;KO/TKO;Punch;3;1:34;UFC Fight Night: Maia vs LaFlare;Rio de Janeiro, Brazil
Rafael Dos Anjos;Anthony Pettis;U-DEC;;5;5:00;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Joanna Jedrzejczyk;Carla Esparza;KO/TKO;Punches;2;4:17;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Johny Hendricks;Matt Brown;U-DEC;;3;5:00;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Alistair Overeem;Roy Nelson;U-DEC;;3;5:00;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Henry Cejudo;Chris Cariaso;U-DEC;;3;5:00;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Ross Pearson;Sam Stout;KO/TKO;Punch;2;1:33;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Elias Theodorou;Roger Narvaez;KO/TKO;Punches;2;4:07;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Beneil Dariush;Daron Cruickshank;SUB;Rear Naked Choke;2;2:38;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Jared Rosholt;Josh Copeland;KO/TKO;Punches;3;3:12;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Ryan Benoit;Sergio Pettis;KO/TKO;Punch;2;1:34;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Joe Duffy;Jake Lindsey;KO/TKO;Punch;1;1:47;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Germaine de Randamie;Larissa Pacheco;KO/TKO;Punch;2;2:02;UFC 185: Pettis vs Dos Anjos;Dallas, Texas, USA
Ronda Rousey;Cat Zingano;SUB;Armbar;1;0:14;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Holly Holm;Raquel Pennington;S-DEC;;3;5:00;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Jake Ellenberger;Josh Koscheck;SUB;North-South Choke;2;4:20;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Alan Jouban;Richard Walsh;KO/TKO;Elbow;1;2:19;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Tony Ferguson;Gleison Tibau;SUB;Rear Naked Choke;1;2:37;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Roan Carneiro;Mark Munoz;SUB;Rear Naked Choke;1;1:40;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Roman Salazar;Norifumi Yamamoto;CNC;;2;2:37;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Tim Means;Dhiego Lima;KO/TKO;Punch;1;2:17;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Derrick Lewis;Ruan Potts;KO/TKO;Punches;2;3:18;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Valmir Lazaro;James Krause;S-DEC;;3;5:00;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Masio Fullen;Alex Torres;S-DEC;;3;5:00;UFC 184: Rousey vs Zingano;Los Angeles, California, USA
Frank Mir;Antonio Silva;KO/TKO;Punch;1;1:40;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Michael Johnson;Edson Barboza;U-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Sam Alvey;Cezar Ferreira;KO/TKO;Punches;1;3:34;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Adriano Martins;Rustam Khabilov;S-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Frankie Saenz;Iuri Alcantara;U-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Santiago Ponzinibbio;Sean Strickland;U-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Marion Reneau;Jessica Andrade;SUB;Triangle Choke;1;1:54;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Matt Dwyer;William Macario;KO/TKO;Punch;1;3:14;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Mike de la Torre;Tiago dos Santos e Silva;KO/TKO;Punch;1;2:59;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Douglas Silva de Andrade;Cody Gibson;U-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Ivan Jorge;Josh Shockley;U-DEC;;3;5:00;UFC Fight Night: Bigfoot vs Mir;Porto Alegre, Rio Grande do Sul, Brazil
Benson Henderson;Brandon Thatch;SUB;Rear Naked Choke;4;3:58;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Max Holloway;Cole Miller;U-DEC;;3;5:00;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Neil Magny;Kiichi Kunimoto;SUB;Rear Naked Choke;3;1:22;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Daniel Kelly;Patrick Walsh;U-DEC;;3;5:00;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Kevin Lee;Michel Prazeres;U-DEC;;3;5:00;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Ray Borg;Chris Kelades;SUB;Kimura;3;2:56;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Efrain Escudero;Rodrigo de Lima;U-DEC;;3;5:00;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Chas Skelly;Jim Alers;KO/TKO;Punches;2;4:59;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Zach Makovsky;Tim Elliott;U-DEC;;3;5:00;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
James Moontasri;Cody Pfister;SUB;Rear Naked Choke;2;1:49;UFC Fight Night: Henderson vs Thatch;Broomfield, Colorado, USA
Anderson Silva;Nick Diaz;Overturned;;5;5:00;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Tyron Woodley;Kelvin Gastelum;S-DEC;;3;5:00;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Al Iaquinta;Joe Lauzon;KO/TKO;Punches;2;3:34;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Thales Leites;Tim Boetsch;SUB;Arm Triangle;2;3:45;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Thiago Alves;Jordan Mein;KO/TKO;Kick;2;0:39;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Miesha Tate;Sara McMann;M-DEC;;3;5:00;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
Derek Brunson;Ed Herman;KO/TKO;Punch;1;0:36;UFC 183: Silva vs Diaz;Las Vegas, Nevada, USA
